id,comercio,meses_distintos,es_recurrente
0ec221ac469162bba85cbd6a6ae83b73b69313e1,CFE,1,0
0ec221ac469162bba85cbd6a6ae83b73b69313e1,CINEPOLIS,1,0
0ec221ac469162bba85cbd6a6ae83b73b69313e1,COSTCO,1,0
0ec221ac469162bba85cbd6a6ae83b73b69313e1,DIDI,3,0
0ec221ac469162bba85cbd6a6ae83b73b69313e1,FARMACIAS DEL AHORRO,1,0
0ec221ac469162bba85cbd6a6ae83b73b69313e1,FARMACIAS GUADALAJARA,3,0
0ec221ac469162bba85cbd6a6ae83b73b69313e1,GOOGLE YOUTUBEPREMIUM,1,0
0ec221ac469162bba85cbd6a6ae83b73b69313e1,HEB,2,0
0ec221ac469162bba85cbd6a6ae83b73b69313e1,LIVERPOOL,1,0
0ec221ac469162bba85cbd6a6ae83b73b69313e1,MERCADO PAGO,5,0
0ec221ac469162bba85cbd6a6ae83b73b69313e1,MICROSOFT,2,0
0ec221ac469162bba85cbd6a6ae83b73b69313e1,NETFLIX,6,0
0ec221ac469162bba85cbd6a6ae83b73b69313e1,OXXO,7,1
0ec221ac469162bba85cbd6a6ae83b73b69313e1,SORIANA,5,0
0ec221ac469162bba85cbd6a6ae83b73b69313e1,STARBUCKS,2,0
0ec221ac469162bba85cbd6a6ae83b73b69313e1,TELCEL,11,1
0ec221ac469162bba85cbd6a6ae83b73b69313e1,TELMEX,5,0
0ec221ac469162bba85cbd6a6ae83b73b69313e1,WALMART,4,0
0f4229e8187ec8827e8fab1519d9ec344013302c,7 ELEVEN,3,0
0f4229e8187ec8827e8fab1519d9ec344013302c,AMAZON,13,1
0f4229e8187ec8827e8fab1519d9ec344013302c,AMAZON PRIME,2,0
0f4229e8187ec8827e8fab1519d9ec344013302c,APPLE,3,0
0f4229e8187ec8827e8fab1519d9ec344013302c,CFE,4,0
0f4229e8187ec8827e8fab1519d9ec344013302c,CHEDRAUI,3,0
0f4229e8187ec8827e8fab1519d9ec344013302c,CINEPOLIS,1,0
0f4229e8187ec8827e8fab1519d9ec344013302c,COSTCO,6,0
0f4229e8187ec8827e8fab1519d9ec344013302c,DIDI,8,1
0f4229e8187ec8827e8fab1519d9ec344013302c,DIDI RIDES,10,1
0f4229e8187ec8827e8fab1519d9ec344013302c,FARMACIAS DEL AHORRO,13,1
0f4229e8187ec8827e8fab1519d9ec344013302c,FARMACIAS GUADALAJARA,2,0
0f4229e8187ec8827e8fab1519d9ec344013302c,FARMACIAS SIMILARES,4,0
0f4229e8187ec8827e8fab1519d9ec344013302c,MERCADO PAGO,11,1
0f4229e8187ec8827e8fab1519d9ec344013302c,MERCADOPAGO,1,0
0f4229e8187ec8827e8fab1519d9ec344013302c,NETFLIX,13,1
0f4229e8187ec8827e8fab1519d9ec344013302c,OXXO,12,1
0f4229e8187ec8827e8fab1519d9ec344013302c,RAPPI,12,1
0f4229e8187ec8827e8fab1519d9ec344013302c,SAMS CLUB,8,1
0f4229e8187ec8827e8fab1519d9ec344013302c,SEARS,2,0
0f4229e8187ec8827e8fab1519d9ec344013302c,SOFT RAPPI,1,0
0f4229e8187ec8827e8fab1519d9ec344013302c,SORIANA,2,0
0f4229e8187ec8827e8fab1519d9ec344013302c,STARBUCKS,8,1
0f4229e8187ec8827e8fab1519d9ec344013302c,SUPERAMA,4,0
0f4229e8187ec8827e8fab1519d9ec344013302c,SUPERCENTER,6,0
0f4229e8187ec8827e8fab1519d9ec344013302c,TELCEL,11,1
0f4229e8187ec8827e8fab1519d9ec344013302c,TOTALPLAY,13,1
0f4229e8187ec8827e8fab1519d9ec344013302c,TULOTERO,13,1
0f4229e8187ec8827e8fab1519d9ec344013302c,UBER,8,1
0f4229e8187ec8827e8fab1519d9ec344013302c,UBER EATS,6,0
0f4229e8187ec8827e8fab1519d9ec344013302c,WALMART,1,0
10038dbad4635f198d7c48b8a75dec05b2d33980,7 ELEVEN,3,0
10038dbad4635f198d7c48b8a75dec05b2d33980,APPLE,8,1
10038dbad4635f198d7c48b8a75dec05b2d33980,CARLS JR,1,0
10038dbad4635f198d7c48b8a75dec05b2d33980,CFE,1,0
10038dbad4635f198d7c48b8a75dec05b2d33980,CHEDRAUI,3,0
10038dbad4635f198d7c48b8a75dec05b2d33980,FARMACIAS DEL AHORRO,1,0
10038dbad4635f198d7c48b8a75dec05b2d33980,IZZI,1,0
10038dbad4635f198d7c48b8a75dec05b2d33980,LIVERPOOL,2,0
10038dbad4635f198d7c48b8a75dec05b2d33980,MEGACABLE,8,1
10038dbad4635f198d7c48b8a75dec05b2d33980,MERCADO PAGO,9,1
10038dbad4635f198d7c48b8a75dec05b2d33980,NETFLIX,13,1
10038dbad4635f198d7c48b8a75dec05b2d33980,OXXO,12,1
10038dbad4635f198d7c48b8a75dec05b2d33980,SAMS CLUB,1,0
10038dbad4635f198d7c48b8a75dec05b2d33980,STARBUCKS,2,0
10038dbad4635f198d7c48b8a75dec05b2d33980,TELCEL,8,1
10038dbad4635f198d7c48b8a75dec05b2d33980,TELMEX,1,0
10038dbad4635f198d7c48b8a75dec05b2d33980,UBER EATS,13,1
10038dbad4635f198d7c48b8a75dec05b2d33980,WALMART,5,0
1011e03592e1268075e99ab982c66f9d03a61443,AMAZON,3,0
1011e03592e1268075e99ab982c66f9d03a61443,CHEDRAUI,4,0
1011e03592e1268075e99ab982c66f9d03a61443,CINEPOLIS,1,0
1011e03592e1268075e99ab982c66f9d03a61443,FARMACIAS SIMILARES,1,0
1011e03592e1268075e99ab982c66f9d03a61443,GOOGLE,1,0
1011e03592e1268075e99ab982c66f9d03a61443,LIVERPOOL,3,0
1011e03592e1268075e99ab982c66f9d03a61443,MELIMAS,12,1
1011e03592e1268075e99ab982c66f9d03a61443,MERCADO PAGO,2,0
1011e03592e1268075e99ab982c66f9d03a61443,METROBUS,8,1
1011e03592e1268075e99ab982c66f9d03a61443,OXXO,7,1
1011e03592e1268075e99ab982c66f9d03a61443,PARCO,4,0
1011e03592e1268075e99ab982c66f9d03a61443,SAMS CLUB,9,1
1011e03592e1268075e99ab982c66f9d03a61443,SORIANA,4,0
1011e03592e1268075e99ab982c66f9d03a61443,SPOTIFY,13,1
1011e03592e1268075e99ab982c66f9d03a61443,UBER,6,0
1011e03592e1268075e99ab982c66f9d03a61443,WALMART,8,1
10b8bcff4152f34cc185649489c19bb75acdd333,AMAZON,6,0
10b8bcff4152f34cc185649489c19bb75acdd333,AMAZON PRIME,12,1
10b8bcff4152f34cc185649489c19bb75acdd333,CARLS JR,5,0
10b8bcff4152f34cc185649489c19bb75acdd333,CINEPOLIS,1,0
10b8bcff4152f34cc185649489c19bb75acdd333,COSTCO,3,0
10b8bcff4152f34cc185649489c19bb75acdd333,FARMACIAS DEL AHORRO,1,0
10b8bcff4152f34cc185649489c19bb75acdd333,FARMACIAS GUADALAJARA,1,0
10b8bcff4152f34cc185649489c19bb75acdd333,GOOGLE YOUTUBEPREMIUM,1,0
10b8bcff4152f34cc185649489c19bb75acdd333,IZZI,13,1
10b8bcff4152f34cc185649489c19bb75acdd333,NETFLIX,13,1
10b8bcff4152f34cc185649489c19bb75acdd333,OPENAI,10,1
10b8bcff4152f34cc185649489c19bb75acdd333,OXXO,3,0
10b8bcff4152f34cc185649489c19bb75acdd333,SPOTIFY,4,0
10b8bcff4152f34cc185649489c19bb75acdd333,STARBUCKS,3,0
10b8bcff4152f34cc185649489c19bb75acdd333,UBER,3,0
10b8bcff4152f34cc185649489c19bb75acdd333,UBER EATS,4,0
1137144400298dbcb716b2ddb2760991989015b2,AMAZON,13,1
1137144400298dbcb716b2ddb2760991989015b2,AMAZON PRIME,13,1
1137144400298dbcb716b2ddb2760991989015b2,APPLE,4,0
1137144400298dbcb716b2ddb2760991989015b2,CANVA,13,1
1137144400298dbcb716b2ddb2760991989015b2,CFE,7,1
1137144400298dbcb716b2ddb2760991989015b2,CHEDRAUI,3,0
1137144400298dbcb716b2ddb2760991989015b2,CINEPOLIS,3,0
1137144400298dbcb716b2ddb2760991989015b2,COSTCO,1,0
1137144400298dbcb716b2ddb2760991989015b2,GOOGLE,1,0
1137144400298dbcb716b2ddb2760991989015b2,LIVERPOOL,3,0
1137144400298dbcb716b2ddb2760991989015b2,MERCADO PAGO,1,0
1137144400298dbcb716b2ddb2760991989015b2,NETFLIX,13,1
1137144400298dbcb716b2ddb2760991989015b2,SAMS CLUB,6,0
1137144400298dbcb716b2ddb2760991989015b2,SHEIN,2,0
1137144400298dbcb716b2ddb2760991989015b2,SORIANA,1,0
1137144400298dbcb716b2ddb2760991989015b2,SPOTIFY,13,1
1137144400298dbcb716b2ddb2760991989015b2,STARBUCKS,6,0
1137144400298dbcb716b2ddb2760991989015b2,TELCEL,5,0
1137144400298dbcb716b2ddb2760991989015b2,TELMEX,13,1
1137144400298dbcb716b2ddb2760991989015b2,UBER,4,0
1137144400298dbcb716b2ddb2760991989015b2,WALMART,1,0
1149bab4e75af718cce2cdab716824e584c3d947,7 ELEVEN,2,0
1149bab4e75af718cce2cdab716824e584c3d947,ALSUPER,1,0
1149bab4e75af718cce2cdab716824e584c3d947,AMAZON,7,1
1149bab4e75af718cce2cdab716824e584c3d947,APPLE,8,1
1149bab4e75af718cce2cdab716824e584c3d947,CARLS JR,2,0
1149bab4e75af718cce2cdab716824e584c3d947,CFE,7,1
1149bab4e75af718cce2cdab716824e584c3d947,CINEPOLIS,3,0
1149bab4e75af718cce2cdab716824e584c3d947,DIDI RIDES,1,0
1149bab4e75af718cce2cdab716824e584c3d947,FARMACIAS DEL AHORRO,2,0
1149bab4e75af718cce2cdab716824e584c3d947,FARMACIAS SIMILARES,1,0
1149bab4e75af718cce2cdab716824e584c3d947,HEB,8,1
1149bab4e75af718cce2cdab716824e584c3d947,IZZI,13,1
1149bab4e75af718cce2cdab716824e584c3d947,MERCADO PAGO,3,0
1149bab4e75af718cce2cdab716824e584c3d947,NETFLIX,1,0
1149bab4e75af718cce2cdab716824e584c3d947,OXXO,8,1
1149bab4e75af718cce2cdab716824e584c3d947,OXXO GAS,4,0
1149bab4e75af718cce2cdab716824e584c3d947,SAMS CLUB,6,0
1149bab4e75af718cce2cdab716824e584c3d947,SEARS,1,0
1149bab4e75af718cce2cdab716824e584c3d947,SHEIN,8,1
1149bab4e75af718cce2cdab716824e584c3d947,SORIANA,1,0
1149bab4e75af718cce2cdab716824e584c3d947,SPOTIFY,13,1
1149bab4e75af718cce2cdab716824e584c3d947,STARBUCKS,12,1
1149bab4e75af718cce2cdab716824e584c3d947,SUPERCENTER,3,0
1149bab4e75af718cce2cdab716824e584c3d947,TELCEL,13,1
1149bab4e75af718cce2cdab716824e584c3d947,UBER,5,0
1149bab4e75af718cce2cdab716824e584c3d947,UBER EATS,13,1
1149bab4e75af718cce2cdab716824e584c3d947,WALMART,2,0
118b9c12c0cc787f35910501b6fc56a1044616ec,7 ELEVEN,11,1
118b9c12c0cc787f35910501b6fc56a1044616ec,7ELEVEN,2,0
118b9c12c0cc787f35910501b6fc56a1044616ec,AMAZON,8,1
118b9c12c0cc787f35910501b6fc56a1044616ec,AMAZON PRIME,4,0
118b9c12c0cc787f35910501b6fc56a1044616ec,CARLS JR,1,0
118b9c12c0cc787f35910501b6fc56a1044616ec,CFE,6,0
118b9c12c0cc787f35910501b6fc56a1044616ec,COPPEL,1,0
118b9c12c0cc787f35910501b6fc56a1044616ec,CRUNCHYROLL,2,0
118b9c12c0cc787f35910501b6fc56a1044616ec,FACEBOOK,13,1
118b9c12c0cc787f35910501b6fc56a1044616ec,FARMACIAS SIMILARES,1,0
118b9c12c0cc787f35910501b6fc56a1044616ec,HEB,3,0
118b9c12c0cc787f35910501b6fc56a1044616ec,MAX,2,0
118b9c12c0cc787f35910501b6fc56a1044616ec,MERCADO PAGO,1,0
118b9c12c0cc787f35910501b6fc56a1044616ec,OXXO,10,1
118b9c12c0cc787f35910501b6fc56a1044616ec,OXXO GAS,2,0
118b9c12c0cc787f35910501b6fc56a1044616ec,SORIANA,10,1
118b9c12c0cc787f35910501b6fc56a1044616ec,SUPERCENTER,1,0
118b9c12c0cc787f35910501b6fc56a1044616ec,TELCEL,11,1
118b9c12c0cc787f35910501b6fc56a1044616ec,TEMU,3,0
118b9c12c0cc787f35910501b6fc56a1044616ec,TOTALPLAY,10,1
118b9c12c0cc787f35910501b6fc56a1044616ec,UBER,9,1
118b9c12c0cc787f35910501b6fc56a1044616ec,UBER EATS,12,1
118b9c12c0cc787f35910501b6fc56a1044616ec,UBRPAGOSMEX,4,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,AMAZON,1,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,CFE,6,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,CHEDRAUI,4,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,COPPEL,2,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,COSTCO,1,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,FARMACIAS DEL AHORRO,2,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,FARMACIAS GUADALAJARA,13,1
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,FARMACIAS SIMILARES,5,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,GOOGLE AMAZON MOBILE,2,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,HEB,8,1
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,IZZI,1,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,LIVERPOOL,1,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,MELIMAS,12,1
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,MERCADO PAGO,12,1
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,NAYAX,1,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,OXXO,13,1
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,OXXO GAS,2,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,SORIANA,2,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,STARBUCKS,1,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,SUPERCENTER,2,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,TELCEL,13,1
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,WAL-MART,1,0
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,WALMART,3,0
11f4222f90ef9db317be7d3bcb386ac25ece3e46,7 ELEVEN,10,1
11f4222f90ef9db317be7d3bcb386ac25ece3e46,7ELEVEN,3,0
11f4222f90ef9db317be7d3bcb386ac25ece3e46,BAE,5,0
11f4222f90ef9db317be7d3bcb386ac25ece3e46,CINEPOLIS,1,0
11f4222f90ef9db317be7d3bcb386ac25ece3e46,COPPEL,6,0
11f4222f90ef9db317be7d3bcb386ac25ece3e46,FARMACIAS GUADALAJARA,2,0
11f4222f90ef9db317be7d3bcb386ac25ece3e46,FARMACIAS SIMILARES,1,0
11f4222f90ef9db317be7d3bcb386ac25ece3e46,GOOGLE ONE,3,0
11f4222f90ef9db317be7d3bcb386ac25ece3e46,HEB,1,0
11f4222f90ef9db317be7d3bcb386ac25ece3e46,MERCADO PAGO,1,0
11f4222f90ef9db317be7d3bcb386ac25ece3e46,MI ATT,1,0
11f4222f90ef9db317be7d3bcb386ac25ece3e46,MICROSOFT,2,0
11f4222f90ef9db317be7d3bcb386ac25ece3e46,OXXO,12,1
11f4222f90ef9db317be7d3bcb386ac25ece3e46,OXXO GAS,3,0
11f4222f90ef9db317be7d3bcb386ac25ece3e46,SMART,3,0
11f4222f90ef9db317be7d3bcb386ac25ece3e46,SORIANA,13,1
11f4222f90ef9db317be7d3bcb386ac25ece3e46,SPOTIFY,3,0
11f4222f90ef9db317be7d3bcb386ac25ece3e46,SUPERCENTER,11,1
11f4222f90ef9db317be7d3bcb386ac25ece3e46,VIX,6,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,7 ELEVEN,7,1
12454b0533c41dbc5ec85d75835c5af0bbe80e90,AMAZON,10,1
12454b0533c41dbc5ec85d75835c5af0bbe80e90,AMAZON PRIME,12,1
12454b0533c41dbc5ec85d75835c5af0bbe80e90,APPLE,4,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,BET365,5,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,CALIENTE,3,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,CARLS JR,2,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,CINEPOLIS,2,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,DIDI,1,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,DIDI FOOD,7,1
12454b0533c41dbc5ec85d75835c5af0bbe80e90,DIDI RIDES,8,1
12454b0533c41dbc5ec85d75835c5af0bbe80e90,DIDIFOOD,2,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,FARMACIAS GUADALAJARA,3,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,HEB,6,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,MERCADO PAGO,1,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,MICROSOFT,5,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,OXXO,13,1
12454b0533c41dbc5ec85d75835c5af0bbe80e90,OXXO GAS,7,1
12454b0533c41dbc5ec85d75835c5af0bbe80e90,PLAYSTATION NETWORK,7,1
12454b0533c41dbc5ec85d75835c5af0bbe80e90,RAPPI,4,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,RENTAMOVISTAR,3,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,STARBUCKS,9,1
12454b0533c41dbc5ec85d75835c5af0bbe80e90,SUPERCENTER,4,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,TEMU,2,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,UBER,9,1
12454b0533c41dbc5ec85d75835c5af0bbe80e90,UBER EATS,2,0
12454b0533c41dbc5ec85d75835c5af0bbe80e90,WALMART,4,0
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,AMAZON,9,1
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,APPLE,8,1
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,CARLS JR,1,0
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,FARMACIAS GUADALAJARA,1,0
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,HEB,1,0
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,NETFLIX,13,1
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,OXXO,7,1
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,PARCO,10,1
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,SAMS CLUB,1,0
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,SORIANA,3,0
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,SPOTIFY,13,1
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,STARBUCKS,1,0
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,TELCEL,12,1
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,UBER,10,1
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,UBER EATS,13,1
12efd2e563c31368e7fefc29459ebb0636f5c8fb,AMAZON,7,1
12efd2e563c31368e7fefc29459ebb0636f5c8fb,AT&T,6,0
12efd2e563c31368e7fefc29459ebb0636f5c8fb,DIDI,1,0
12efd2e563c31368e7fefc29459ebb0636f5c8fb,DIDI RIDES,2,0
12efd2e563c31368e7fefc29459ebb0636f5c8fb,FARMACIAS GUADALAJARA,1,0
12efd2e563c31368e7fefc29459ebb0636f5c8fb,GOOGLE,1,0
12efd2e563c31368e7fefc29459ebb0636f5c8fb,GOOGLE ONE,7,1
12efd2e563c31368e7fefc29459ebb0636f5c8fb,NETFLIX,13,1
12efd2e563c31368e7fefc29459ebb0636f5c8fb,OXXO,1,0
12efd2e563c31368e7fefc29459ebb0636f5c8fb,PARCO,1,0
12efd2e563c31368e7fefc29459ebb0636f5c8fb,SORIANA,1,0
12efd2e563c31368e7fefc29459ebb0636f5c8fb,SPOTIFY,12,1
12efd2e563c31368e7fefc29459ebb0636f5c8fb,STARBUCKS,6,0
12efd2e563c31368e7fefc29459ebb0636f5c8fb,SUPERAMA,1,0
12efd2e563c31368e7fefc29459ebb0636f5c8fb,TELCEL,10,1
12efd2e563c31368e7fefc29459ebb0636f5c8fb,TEMU,2,0
12efd2e563c31368e7fefc29459ebb0636f5c8fb,TOTAL PLAY,13,1
12efd2e563c31368e7fefc29459ebb0636f5c8fb,UBER,13,1
12efd2e563c31368e7fefc29459ebb0636f5c8fb,UBER EATS,12,1
12efd2e563c31368e7fefc29459ebb0636f5c8fb,WALMART,2,0
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,AMAZON,12,1
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,AMAZON PRIME,13,1
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,APPLE,8,1
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,CFE,2,0
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,CINEPOLIS,5,0
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,CRUNCHYROLL,8,1
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,IZZI,6,0
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,MICROSOFT,1,0
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,RAPPI,13,1
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,RAPPIPRO,1,0
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,SHEIN,6,0
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,SMARTFIT,1,0
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,SOFT RAPPI,1,0
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,SPOTIFY,1,0
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,STARBUCKS,2,0
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,TELCEL,12,1
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,UBER,5,0
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,UBER EATS,1,0
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,UBRPAGOSMEX,2,0
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,WALMART,1,0
13383ebd8035511afaafc654962903d45856210b,AMAZON,6,0
13383ebd8035511afaafc654962903d45856210b,AMAZON PRIME,13,1
13383ebd8035511afaafc654962903d45856210b,APPLE,8,1
13383ebd8035511afaafc654962903d45856210b,ATT,2,0
13383ebd8035511afaafc654962903d45856210b,CFE,6,0
13383ebd8035511afaafc654962903d45856210b,CINEPOLIS,3,0
13383ebd8035511afaafc654962903d45856210b,COPPEL,9,1
13383ebd8035511afaafc654962903d45856210b,DIDI,1,0
13383ebd8035511afaafc654962903d45856210b,DIDI RIDES,2,0
13383ebd8035511afaafc654962903d45856210b,MERCADO PAGO,6,0
13383ebd8035511afaafc654962903d45856210b,MI ATT,11,1
13383ebd8035511afaafc654962903d45856210b,NETFLIX,8,1
13383ebd8035511afaafc654962903d45856210b,OXXO,1,0
13383ebd8035511afaafc654962903d45856210b,SORIANA,1,0
13383ebd8035511afaafc654962903d45856210b,SPOTIFY,13,1
13383ebd8035511afaafc654962903d45856210b,TELCEL,10,1
13383ebd8035511afaafc654962903d45856210b,TELEFONICA,2,0
13383ebd8035511afaafc654962903d45856210b,TOTAL PLAY,13,1
13383ebd8035511afaafc654962903d45856210b,UBER,5,0
13383ebd8035511afaafc654962903d45856210b,UBER EATS,1,0
13383ebd8035511afaafc654962903d45856210b,WALMART,2,0
133a307602635e05dcca30a5efc0620eecb9386f,7 ELEVEN,6,0
133a307602635e05dcca30a5efc0620eecb9386f,7ELEVEN,1,0
133a307602635e05dcca30a5efc0620eecb9386f,CFE,6,0
133a307602635e05dcca30a5efc0620eecb9386f,GOOGLE ONE,7,1
133a307602635e05dcca30a5efc0620eecb9386f,HEB,3,0
133a307602635e05dcca30a5efc0620eecb9386f,IZZI,13,1
133a307602635e05dcca30a5efc0620eecb9386f,MERCADO PAGO,5,0
133a307602635e05dcca30a5efc0620eecb9386f,MI ATT,10,1
133a307602635e05dcca30a5efc0620eecb9386f,MICROSOFT,12,1
133a307602635e05dcca30a5efc0620eecb9386f,OXXO,12,1
133a307602635e05dcca30a5efc0620eecb9386f,OXXO GAS,7,1
133a307602635e05dcca30a5efc0620eecb9386f,SERV AGUA DREN,7,1
133a307602635e05dcca30a5efc0620eecb9386f,SHEIN,1,0
133a307602635e05dcca30a5efc0620eecb9386f,SMART,3,0
133a307602635e05dcca30a5efc0620eecb9386f,SORIANA,3,0
133a307602635e05dcca30a5efc0620eecb9386f,STARBUCKS,1,0
133a307602635e05dcca30a5efc0620eecb9386f,TULOTERO,13,1
133a307602635e05dcca30a5efc0620eecb9386f,UBER,13,1
133a307602635e05dcca30a5efc0620eecb9386f,URBANI,10,1
133a307602635e05dcca30a5efc0620eecb9386f,WALMART,2,0
1369fc1f472280b9437b6e36e8ac4eac00dad607,ALIEXPRESS,2,0
1369fc1f472280b9437b6e36e8ac4eac00dad607,AMAZON,13,1
1369fc1f472280b9437b6e36e8ac4eac00dad607,AMAZON PRIME,13,1
1369fc1f472280b9437b6e36e8ac4eac00dad607,ATT,8,1
1369fc1f472280b9437b6e36e8ac4eac00dad607,CINEPOLIS,1,0
1369fc1f472280b9437b6e36e8ac4eac00dad607,COSTCO,1,0
1369fc1f472280b9437b6e36e8ac4eac00dad607,DIDI,2,0
1369fc1f472280b9437b6e36e8ac4eac00dad607,DIDI FOOD,8,1
1369fc1f472280b9437b6e36e8ac4eac00dad607,DIDI RIDES,3,0
1369fc1f472280b9437b6e36e8ac4eac00dad607,DIDIFOOD,3,0
1369fc1f472280b9437b6e36e8ac4eac00dad607,MERCADO PAGO,13,1
1369fc1f472280b9437b6e36e8ac4eac00dad607,SHEIN,1,0
1369fc1f472280b9437b6e36e8ac4eac00dad607,TELCEL,9,1
1369fc1f472280b9437b6e36e8ac4eac00dad607,UBER,2,0
1369fc1f472280b9437b6e36e8ac4eac00dad607,UBER EATS,6,0
1369fc1f472280b9437b6e36e8ac4eac00dad607,WALMART,2,0
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,7 ELEVEN,2,0
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,ADOBE,5,0
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,AMAZON,13,1
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,AMAZON PRIME,6,0
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,BAE,1,0
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,CFE,7,1
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,CINEPOLIS,5,0
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,FACEBOOK,2,0
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,FARMACIAS DEL AHORRO,2,0
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,FARMACIAS GUADALAJARA,6,0
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,FARMACIAS SIMILARES,2,0
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,GOOGLE,1,0
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,MERCADO PAGO,5,0
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,METROBUS,1,0
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,MICROSOFT,2,0
